       time step start          time step length       avg time step length      required iterations
    0.305783317232201E+06    0.216682767799008E+03    0.360000000000000E+04              9
    0.306000000000000E+06    0.361137946331680E+03    0.353522275892663E+04             11
    0.306361137946332E+06    0.492460835906836E+03    0.347307197564477E+04             11
    0.306853598782239E+06    0.671537503509321E+03    0.341450272571496E+04             11
    0.307525136285748E+06    0.915732959330893E+03    0.336081738490157E+04             12
    0.308440869245079E+06    0.115913075492124E+04    0.360000000000000E+04             12
    0.309600000000000E+06    0.144891344365155E+04    0.355697826887303E+04             12
    0.311048913443652E+06    0.215108655634848E+04    0.360000000000000E+04             14
    0.313200000000000E+06    0.115236779804383E+04    0.355104735596088E+04             11
    0.314352367798044E+06    0.115236779804383E+04    0.350209471192175E+04              8
    0.315504735596088E+06    0.323816100978089E+03    0.343657103394131E+04              5
    0.315828551697066E+06    0.161908050489044E+03    0.336780919495110E+04              4
    0.315990459747555E+06    0.323816100978089E+03    0.330228551697066E+04              5
    0.316314275848533E+06    0.303577594667004E+02    0.323089267215999E+04              3
    0.316344633607999E+06    0.151788797333502E+02    0.315919624975466E+04              2
    0.316359812487733E+06    0.303577594667004E+02    0.308780340494399E+04              3
    0.316390170247200E+06    0.409829752800462E+03    0.360000000000000E+04              4
    0.316800000000000E+06    0.320179494375361E+01    0.352806403589887E+04              2
    0.316803201794944E+06    0.100000000000000E+03    0.345806403589887E+04              4
    0.316903201794944E+06    0.200000000000000E+03    0.339006403589887E+04              4
    0.317103201794944E+06    0.400000000000000E+03    0.332606403589887E+04              5
    0.317503201794944E+06    0.800000000000000E+03    0.327006403589887E+04              7
    0.318303201794944E+06    0.209679820505623E+04    0.360000000000000E+04             14
    0.320400000000000E+06    0.112328475270869E+04    0.355046569505417E+04             30
    0.321523284752709E+06    0.561642376354347E+03    0.348969854258126E+04             23
    0.322084927129063E+06    0.561642376354347E+03    0.342893139010835E+04             17
    0.322646569505417E+06    0.495566802665600E+03    0.336684272616166E+04             20
    0.323142136308083E+06    0.371675101999200E+03    0.330227622820164E+04             25
    0.323513811410082E+06    0.223005061199520E+03    0.323473632942563E+04             29
    0.323736816471282E+06    0.115347445448028E+03    0.316504327833459E+04             17
    0.323852163916730E+06    0.739180416351010E+02    0.309452163916730E+04             12
    0.323926081958365E+06    0.369590208175359E+02    0.302326081958365E+04              9
    0.323963040979182E+06    0.461987760219199E+01    0.295135321713569E+04              3
    0.323967660856785E+06    0.115496940054800E+01    0.287937631652370E+04              2
    0.323968815826185E+06    0.144371175068500E+00    0.280737920394720E+04              2
    0.323968960197360E+06    0.144371175068500E+00    0.273538209137070E+04              3
    0.323969104568535E+06    0.144371175068500E+00    0.266338497879421E+04              4
    0.323969248939710E+06    0.144371175068500E+00    0.259138786621771E+04              2
    0.323969393310886E+06    0.144371175068500E+00    0.251939075364121E+04              4
    0.323969537682061E+06    0.144371175068500E+00    0.244739364106471E+04              4
    0.323969682053236E+06    0.144371175068500E+00    0.237539652848821E+04              2
    0.323969826424411E+06    0.144371175068500E+00    0.230339941591171E+04              4
    0.323969970795586E+06    0.144371175068500E+00    0.223140230333521E+04              2
    0.323970115166761E+06    0.144371175068500E+00    0.215940519075871E+04              4
    0.323970259537936E+06    0.144371175068500E+00    0.208740807818222E+04              2
    0.323970403909111E+06    0.144371175068500E+00    0.201541096560572E+04              4
    0.323970548280286E+06    0.144371175068500E+00    0.194341385302922E+04              2
    0.323970692651461E+06    0.144371175068500E+00    0.187141674045272E+04              4
    0.323970837022636E+06    0.144371175068500E+00    0.179941962787622E+04              2
    0.323970981393812E+06    0.144371175068500E+00    0.172742251529972E+04              4
    0.323971125764987E+06    0.144371175068500E+00    0.165542540272322E+04              2
    0.323971270136162E+06    0.144371175068500E+00    0.158342829014672E+04              4
    0.323971414507337E+06    0.144371175068500E+00    0.151143117757023E+04              2
    0.323971558878512E+06    0.144371175068500E+00    0.143943406499373E+04              4
    0.323971703249687E+06    0.144371175068500E+00    0.136743695241723E+04              2
    0.323971847620862E+06    0.144371175068500E+00    0.129543983984073E+04              4
    0.323971991992037E+06    0.144371175068500E+00    0.122344272726423E+04              2
    0.323972136363212E+06    0.144371175068500E+00    0.115144561468774E+04              4
    0.323972280734387E+06    0.144371175068500E+00    0.107944850211124E+04              2
    0.323972425105562E+06    0.144371175068500E+00    0.100745138953474E+04              4
    0.323972569476738E+06    0.144371175068500E+00    0.935454276958240E+03              2
    0.323972713847913E+06    0.144371175068500E+00    0.863457164381741E+03              4
    0.323972858219088E+06    0.144371175068500E+00    0.791460051805242E+03              2
    0.323973002590263E+06    0.144371175068500E+00    0.719462939228744E+03              4
    0.323973146961438E+06    0.144371175068500E+00    0.647465826652245E+03              2
    0.323973291332613E+06    0.144371175068500E+00    0.575468714075746E+03              4
    0.323973435703788E+06    0.288742350136999E+00    0.503474488922749E+03              2
    0.323973724446138E+06    0.144371175068500E+00    0.431477376346250E+03              3
    0.323973868817313E+06    0.144371175068500E+00    0.359480263769752E+03              2
    0.323974013188488E+06    0.144371175068500E+00    0.287483151193253E+03              1
    0.323974157559664E+06    0.144371175068500E+00    0.215486038616755E+03              3
    0.323974301930839E+06    0.144371175068500E+00    0.143488926040256E+03              1
    0.323974446302014E+06    0.144371175068500E+00    0.714918134637570E+02              3
    0.323974590673189E+06    0.144371175068500E+00    0.490290058330845E+02              1
